n	num	area	avg_vel	std_vel	max_vel	avg_x	avg_y	std_x	std_y	max_x	max_y	num1	num2	num3	num4	num5
1261	92	9363.0	1.92	0.13	5.12	0.76	0.47	0.13	0.12	4.45	4.72	18	47	25	1	1
1262	91	6656.0	1.96	0.11	5.24	0.69	0.81	0.11	0.1	4.39	4.82	31	40	18	2	0.0
1263	104	8356.0	1.88	0.1	5.42	1.04	0.87	0.1	0.1	3.06	4.77	30	46	27	1	0.0
1264	110	8663.0	1.79	0.1	5.26	1.02	0.85	0.1	0.1	3.92	4.67	31	51	27	1	0.0
1265	96	7088.0	1.85	0.1	5.38	0.86	0.79	0.1	0.11	4.48	4.86	35	42	17	2	0.0
1266	95	8074.0	1.76	0.11	5.36	0.88	1.04	0.09	0.11	3.25	4.91	29	43	21	2	0.0
1267	95	7163.0	1.78	0.09	5.14	0.79	0.72	0.09	0.11	2.89	4.61	32	40	22	1	0.0
1268	105	9576.0	1.93	0.11	5.25	1.0	1.11	0.11	0.11	3.58	4.58	27	49	28	1	0.0
1269	91	6849.0	1.77	0.1	5.1	0.85	0.7	0.09	0.1	3.05	4.53	37	34	18	2	0.0
1270	92	6899.0	1.81	0.1	5.33	0.69	0.9	0.11	0.12	4.08	4.88	26	45	20	1	0.0
1271	96	6535.0	1.88	0.09	5.31	0.86	0.92	0.09	0.09	2.97	4.86	31	41	24	0.0	0.0
1272	104	8509.0	1.86	0.1	5.78	0.91	0.93	0.1	0.1	4.58	5.27	31	46	26	1	0.0
1273	111	10528.0	1.79	0.11	5.32	0.99	1.0	0.1	0.12	2.93	4.86	26	49	34	2	0.0
1274	77	5858.0	1.93	0.1	5.36	0.97	0.9	0.09	0.09	4.14	4.98	19	40	17	1	0.0
1275	83	8394.0	1.8	0.12	5.54	0.86	0.85	0.11	0.12	3.16	5.08	21	36	24	2	0.0
1276	99	9349.0	1.85	0.12	5.73	1.04	1.05	0.12	0.11	5.41	5.48	28	44	24	3	0.0
1277	104	10412.0	1.71	0.11	5.57	0.97	0.86	0.11	0.12	3.08	5.07	26	43	32	3	0.0
1278	79	7943.0	1.84	0.13	5.66	0.92	0.88	0.11	0.14	3.91	5.22	14	37	26	2	0.0
1279	96	8783.0	1.72	0.1	5.5	0.74	0.57	0.1	0.1	3.72	5.17	32	39	21	4	0.0
1280	110	8063.0	1.76	0.09	5.75	0.75	0.92	0.09	0.09	3.43	5.35	43	43	22	2	0.0
1281	85	6963.0	1.66	0.09	5.6	0.77	0.9	0.1	0.1	2.93	5.28	22	41	20	2	0.0
1282	109	9488.0	1.76	0.1	6.03	0.95	0.93	0.09	0.11	3.98	5.49	33	44	29	3	0.0
1283	92	7777.0	1.86	0.11	5.74	0.52	1.09	0.11	0.1	3.98	5.44	31	40	19	2	0.0
1284	101	8525.0	1.83	0.09	5.5	0.69	0.84	0.1	0.09	3.91	5.27	29	46	24	2	0.0
1285	85	8928.0	1.88	0.12	5.49	0.87	1.08	0.11	0.11	4.05	5.03	15	47	22	0.0	1
1286	107	9973.0	1.86	0.11	6.36	0.89	1.04	0.11	0.11	4.96	6.02	30	48	27	2	0.0
1287	92	8049.0	1.85	0.1	5.92	1.07	0.97	0.1	0.11	4.13	5.48	30	40	19	2	1
1288	86	7611.0	1.84	0.11	5.75	0.74	0.87	0.11	0.1	3.72	5.54	24	41	19	2	0.0
1289	96	7930.0	1.81	0.12	6.45	0.74	1.09	0.12	0.12	2.63	6.17	28	45	22	0.0	1
1290	90	8024.0	1.86	0.1	5.76	0.84	1.0	0.09	0.1	3.81	5.46	30	38	20	2	0.0
1291	110	9377.0	1.8	0.11	5.87	0.96	0.97	0.1	0.12	4.24	5.64	26	57	26	1	0.0
1292	85	8257.0	1.84	0.11	6.29	0.95	0.85	0.11	0.11	3.86	6.11	21	44	16	4	0.0
1293	73	6604.0	1.88	0.11	6.24	0.85	1.16	0.1	0.11	3.14	6.03	20	37	15	1	0.0
1294	96	8878.0	1.89	0.11	6.23	0.83	0.96	0.11	0.12	3.61	6.01	23	50	22	0.0	1
1295	99	8304.0	1.9	0.11	6.28	0.92	0.85	0.12	0.11	3.89	5.87	20	58	19	2	0.0
1296	98	7991.0	1.8	0.1	5.98	0.82	0.95	0.1	0.11	3.75	5.58	24	53	20	1	0.0
1297	69	6863.0	1.8	0.12	6.03	0.79	0.81	0.12	0.11	4.12	5.83	15	35	17	2	0.0
1298	103	9195.0	1.72	0.09	5.71	0.82	0.84	0.1	0.1	3.88	5.52	32	43	27	0.0	1
1299	85	7341.0	1.76	0.1	6.3	0.97	1.12	0.1	0.11	3.58	6.08	24	40	19	2	0.0
1300	110	10288.0	1.8	0.09	4.59	0.92	1.03	0.09	0.09	4.25	4.35	26	58	24	2	0.0
1301	91	6469.0	1.81	0.12	5.1	0.56	0.89	0.12	0.12	4.21	4.76	26	45	20	0.0	0.0
1302	97	8031.0	1.83	0.11	5.85	0.94	0.87	0.11	0.12	4.71	5.52	27	48	21	1	0.0
1303	89	7096.0	1.76	0.1	5.22	1.13	0.78	0.09	0.09	3.67	5.02	23	44	22	0.0	0.0
1304	97	8822.0	1.91	0.1	6.26	0.98	1.16	0.09	0.11	4.12	5.97	27	44	23	3	0.0
1305	79	6626.0	1.79	0.09	4.22	0.91	0.83	0.09	0.1	3.47	3.64	25	29	24	1	0.0
1306	86	8010.0	1.81	0.1	3.99	0.56	1.02	0.1	0.11	3.49	3.74	25	36	23	2	0.0
1307	81	7004.0	1.88	0.11	4.64	0.86	1.03	0.1	0.12	3.7	4.39	19	37	25	0.0	0.0
1308	85	6813.0	1.95	0.1	6.54	0.79	1.21	0.12	0.1	3.65	6.37	18	45	22	0.0	0.0
1309	94	6888.0	1.79	0.1	6.14	1.0	0.87	0.09	0.11	3.62	5.86	28	41	25	0.0	0.0
1310	93	8057.0	1.83	0.12	6.61	0.69	0.91	0.12	0.11	3.18	6.48	27	40	26	0.0	0.0
1311	69	5790.0	1.94	0.1	6.13	0.79	1.05	0.1	0.11	3.5	6.03	19	30	19	1	0.0
1312	83	7290.0	1.81	0.11	6.06	0.96	1.02	0.1	0.12	3.51	5.94	20	39	24	0.0	0.0
1313	108	7930.0	1.86	0.09	6.39	1.06	0.89	0.09	0.11	4.16	6.33	29	53	26	0.0	0.0
1314	97	6812.0	1.89	0.1	6.6	0.87	0.93	0.09	0.11	4.18	6.46	24	54	19	0.0	0.0
1315	80	6905.0	1.87	0.13	5.94	0.99	0.99	0.12	0.13	4.15	5.69	15	45	19	1	0.0
1316	85	6562.0	1.86	0.09	6.24	1.0	1.21	0.09	0.09	4.01	6.1	23	38	24	0.0	0.0
1317	84	6916.0	1.79	0.1	4.13	0.78	0.85	0.09	0.1	3.51	3.75	24	39	21	0.0	0.0
1318	89	6666.0	1.75	0.09	4.58	0.76	0.73	0.09	0.09	3.3	4.08	32	37	20	0.0	0.0
1319	92	8398.0	1.83	0.11	5.2	0.81	0.72	0.11	0.12	4.71	4.64	25	44	20	3	0.0
1320	76	6096.0	1.79	0.1	3.98	1.0	0.96	0.09	0.11	3.36	3.55	22	38	15	1	0.0
1321	82	7380.0	1.77	0.11	4.36	0.66	0.91	0.1	0.12	4.0	3.96	26	38	16	1	1
1322	89	8233.0	1.81	0.12	4.55	0.96	1.0	0.12	0.13	2.9	4.05	27	37	23	1	1
1323	90	7368.0	1.8	0.1	4.54	0.88	0.74	0.1	0.11	4.45	4.04	23	44	23	0.0	0.0
1324	79	6012.0	1.85	0.1	4.68	0.75	0.93	0.1	0.1	3.84	3.88	23	40	15	1	0.0
1325	92	7643.0	1.87	0.12	5.25	0.69	0.89	0.09	0.13	3.14	4.21	32	41	17	2	0.0
1326	81	7003.0	1.8	0.11	4.5	0.71	1.1	0.09	0.11	3.78	4.49	21	42	16	2	0.0
1327	95	9008.0	1.75	0.13	5.56	0.91	0.6	0.12	0.15	3.24	4.36	30	37	24	4	0.0
1328	71	6025.0	1.74	0.1	4.38	0.51	1.0	0.1	0.12	2.57	4.18	23	29	18	1	0.0
1329	93	6951.0	1.81	0.1	5.33	0.88	0.97	0.1	0.11	3.21	5.23	30	38	25	0.0	0.0
1330	102	6436.0	1.93	0.11	5.52	0.78	0.94	0.11	0.11	3.29	5.43	29	56	17	0.0	0.0
1331	98	6669.0	1.77	0.11	4.89	0.83	0.74	0.12	0.12	3.98	4.81	30	51	17	0.0	0.0
1332	92	6200.0	1.77	0.1	5.86	0.5	0.9	0.1	0.11	3.08	5.81	33	39	19	1	0.0
1333	92	6528.0	1.87	0.11	5.19	0.58	0.96	0.1	0.11	3.82	5.06	24	47	21	0.0	0.0
1334	101	6317.0	1.8	0.09	4.04	0.92	0.97	0.09	0.08	3.26	3.54	32	52	16	1	0.0
1335	94	7913.0	1.72	0.11	4.39	0.88	0.78	0.1	0.11	3.34	3.87	25	44	24	1	0.0
1336	93	6951.0	1.82	0.09	4.1	0.88	0.9	0.09	0.1	3.26	3.61	30	46	16	1	0.0
1337	82	6873.0	1.76	0.11	4.51	0.54	0.84	0.12	0.12	3.0	4.29	22	38	21	1	0.0
1338	81	6309.0	1.86	0.11	5.03	0.77	1.12	0.11	0.11	3.74	4.6	20	40	20	1	0.0
1339	102	7477.0	1.76	0.09	4.69	0.56	1.08	0.09	0.1	2.91	4.44	34	44	24	0.0	0.0
1340	98	8671.0	1.9	0.11	4.74	1.11	0.84	0.1	0.11	3.78	4.43	26	43	26	3	0.0
1341	91	7244.0	1.84	0.1	4.83	0.85	1.07	0.1	0.11	4.36	4.72	31	37	21	2	0.0
1342	79	8748.0	1.9	0.12	4.49	0.97	0.74	0.12	0.13	3.24	4.27	24	31	21	1	2
1343	90	8274.0	1.87	0.11	4.56	0.98	0.79	0.1	0.12	3.62	4.32	29	37	22	2	0.0
1344	98	8091.0	1.89	0.13	5.69	0.72	0.98	0.12	0.11	3.51	4.73	34	38	25	1	0.0
1345	86	9253.0	1.88	0.12	5.06	0.85	1.11	0.11	0.11	3.87	4.76	21	37	25	3	0.0
1346	81	7534.0	1.8	0.11	5.3	0.54	1.0	0.14	0.14	3.2	4.92	31	27	20	3	0.0
1347	96	8637.0	1.83	0.11	4.48	0.91	1.1	0.1	0.1	3.53	4.33	30	38	26	2	0.0
1348	86	7867.0	1.85	0.09	4.8	0.76	1.09	0.09	0.09	3.81	4.39	24	34	26	2	0.0
1349	95	8450.0	1.87	0.1	5.11	0.88	0.92	0.1	0.1	3.05	4.81	28	42	24	1	0.0
1350	76	6270.0	1.83	0.12	4.77	0.69	1.22	0.11	0.1	3.74	4.19	27	31	17	1	0.0
1351	92	8820.0	1.82	0.12	5.66	0.92	1.03	0.12	0.11	4.02	5.38	29	34	28	0.0	1
1352	76	7700.0	1.82	0.13	4.6	0.6	0.94	0.12	0.13	3.02	4.37	22	33	18	3	0.0
1353	97	9109.0	1.8	0.11	5.22	0.9	0.9	0.1	0.12	4.5	5.05	26	39	30	2	0.0
1354	82	7929.0	1.81	0.1	4.64	0.87	0.88	0.11	0.11	3.25	4.48	23	30	28	1	0.0
1355	81	5857.0	1.91	0.11	5.03	0.84	0.94	0.1	0.11	4.95	4.84	23	37	21	0.0	0.0
1356	73	5682.0	1.89	0.13	5.52	0.81	0.98	0.11	0.12	2.69	5.26	21	36	15	1	0.0
1357	99	9422.0	1.79	0.11	4.78	0.74	0.91	0.12	0.11	2.82	4.53	25	42	31	1	0.0
1358	87	7050.0	1.76	0.1	4.64	0.96	0.73	0.1	0.09	3.08	4.35	21	40	25	1	0.0
1359	97	8469.0	1.91	0.13	5.62	0.72	0.9	0.11	0.14	2.9	5.46	31	39	25	2	0.0
1360	92	6589.0	1.88	0.1	5.02	0.65	0.98	0.1	0.1	4.1	4.89	40	31	20	1	0.0
1361	83	6790.0	1.96	0.11	4.83	0.84	1.1	0.11	0.11	2.8	4.61	27	36	19	1	0.0
1362	100	6849.0	1.78	0.11	4.93	0.73	0.93	0.1	0.12	2.81	4.85	32	50	17	1	0.0
1363	97	7494.0	1.78	0.09	4.82	0.7	0.88	0.1	0.1	3.09	4.5	22	49	25	1	0.0
1364	86	6789.0	1.98	0.1	4.53	0.79	1.18	0.09	0.1	2.96	4.4	28	34	23	1	0.0
1365	93	6721.0	1.88	0.1	4.86	0.62	1.0	0.11	0.1	4.07	4.79	32	41	19	1	0.0
1366	83	6390.0	1.93	0.12	4.74	1.01	1.24	0.11	0.11	4.61	4.54	20	45	16	2	0.0
1367	85	7037.0	1.8	0.12	5.02	0.92	0.91	0.09	0.13	2.96	4.83	19	46	19	1	0.0
1368	75	5003.0	1.85	0.11	4.85	0.62	0.9	0.08	0.12	2.71	4.7	25	37	12	1	0.0
1369	105	8086.0	1.83	0.1	4.5	1.0	1.04	0.1	0.1	3.79	4.18	30	47	27	1	0.0
1370	71	4965.0	1.89	0.12	4.52	0.67	1.01	0.13	0.12	2.95	4.42	22	36	12	1	0.0
1371	114	6705.0	1.93	0.1	5.67	0.84	1.1	0.1	0.11	2.87	5.44	44	48	22	0.0	0.0
1372	87	7088.0	1.9	0.12	4.58	0.54	1.13	0.11	0.12	3.03	4.42	24	42	20	1	0.0
1373	93	6656.0	1.88	0.11	4.88	0.71	1.21	0.11	0.11	4.01	4.63	31	42	19	1	0.0
1374	79	5085.0	1.84	0.1	4.89	0.72	0.92	0.1	0.1	3.36	4.59	27	33	19	0.0	0.0
1375	107	7607.0	1.79	0.11	4.86	0.72	0.86	0.09	0.11	2.84	4.65	43	41	22	1	0.0
1376	73	5722.0	1.88	0.12	5.07	0.72	1.15	0.1	0.13	4.18	5.0	22	32	18	1	0.0
1377	81	6010.0	1.79	0.09	5.16	0.71	1.18	0.09	0.08	4.46	4.91	27	33	20	1	0.0
1378	84	5720.0	1.74	0.09	4.49	0.67	0.9	0.09	0.09	3.52	4.36	23	43	18	0.0	0.0
1379	92	7993.0	1.78	0.09	5.03	0.84	1.09	0.09	0.1	3.7	4.98	27	37	26	2	0.0
1380	59	5285.0	1.96	0.13	5.31	0.7	1.14	0.13	0.14	3.07	5.28	9	34	16	0.0	0.0
1381	92	5689.0	1.85	0.11	5.49	0.85	1.17	0.1	0.11	4.33	5.43	32	40	20	0.0	0.0
1382	83	5879.0	1.81	0.1	4.57	0.57	1.03	0.09	0.1	3.81	4.51	29	36	17	1	0.0
1383	91	6147.0	1.83	0.11	5.72	0.54	0.86	0.11	0.11	3.98	5.27	41	27	23	0.0	0.0
1384	83	6445.0	1.85	0.1	4.97	0.65	1.13	0.1	0.1	3.56	4.81	27	35	20	1	0.0
1385	75	6001.0	1.89	0.11	5.09	0.74	1.2	0.11	0.12	2.74	4.94	28	25	21	1	0.0
1386	91	6958.0	1.82	0.09	5.21	0.83	0.78	0.09	0.09	3.19	5.12	30	40	19	1	1
1387	111	8599.0	2.0	0.1	6.07	0.69	0.89	0.1	0.11	3.49	4.96	45	37	28	0.0	1
1388	75	6902.0	1.85	0.14	5.46	0.77	0.74	0.12	0.12	3.5	5.4	19	35	19	2	0.0
1389	85	5761.0	1.93	0.1	5.33	0.88	0.99	0.1	0.11	2.81	5.24	32	31	22	0.0	0.0
1390	91	6857.0	1.86	0.09	5.21	0.76	0.95	0.09	0.11	3.86	5.2	32	38	19	2	0.0
1391	94	7485.0	2.0	0.12	5.64	0.8	1.05	0.1	0.11	4.13	5.6	30	39	24	1	0.0
1392	90	8011.0	1.92	0.11	5.43	1.0	0.93	0.11	0.11	4.02	5.27	27	41	18	4	0.0
1393	84	6438.0	2.19	0.13	6.6	1.14	1.26	0.11	0.13	6.43	5.84	24	39	19	2	0.0
1394	77	5315.0	1.91	0.11	5.49	0.81	1.13	0.09	0.11	3.47	5.29	29	33	14	1	0.0
1395	82	5760.0	1.86	0.12	5.49	0.68	0.98	0.1	0.13	3.64	5.43	29	33	19	1	0.0
1396	81	6239.0	1.95	0.1	5.32	0.83	0.9	0.09	0.1	3.89	5.23	20	44	15	2	0.0
1397	88	7087.0	1.86	0.1	5.13	0.53	1.17	0.09	0.11	3.73	4.89	27	41	19	1	0.0
1398	92	6163.0	1.69	0.09	4.48	0.74	0.92	0.09	0.09	3.84	4.31	38	36	17	1	0.0
1399	84	6805.0	1.78	0.1	4.68	0.68	0.97	0.12	0.1	3.78	4.62	26	33	24	1	0.0
