n	num	area	avg_vel	std_vel	max_vel	avg_x	avg_y	std_x	std_y	max_x	max_y	num1	num2	num3	num4	num5
253	448	57889.0	1.97	0.12	7.46	0.92	1.13	0.11	0.12	5.06	5.93	147	151	128	14	8
254	379	49738.0	2.03	0.12	6.59	1.08	0.97	0.12	0.12	5.27	5.29	123	133	98	20	5
255	424	56923.0	1.98	0.12	6.7	0.99	1.08	0.11	0.12	5.58	5.19	141	139	119	15	10
256	424	51485.0	1.97	0.13	6.72	1.06	0.96	0.12	0.12	5.49	5.43	144	149	110	17	4
257	420	58748.0	1.94	0.12	6.11	1.03	1.01	0.11	0.12	5.68	5.5	148	146	100	19	7
258	394	51664.0	1.98	0.12	6.13	1.14	0.93	0.11	0.12	5.43	5.47	121	142	110	16	5
259	493	55372.0	1.95	0.12	5.77	1.03	1.04	0.11	0.12	5.53	5.44	172	172	128	17	4
260	377	49268.0	1.94	0.12	5.83	1.01	0.92	0.11	0.12	5.48	5.1	123	137	97	12	8
261	446	55963.0	1.94	0.11	6.16	0.96	1.01	0.11	0.11	5.6	5.28	137	167	117	18	7
262	418	52915.0	1.98	0.12	5.95	1.17	0.95	0.1	0.12	5.64	4.72	138	142	120	13	5
263	705	105224.0	1.9	0.11	5.95	0.48	1.43	0.11	0.11	4.26	5.4	250	241	174	25	15
264	373	55610.0	1.89	0.12	5.89	1.18	0.49	0.12	0.11	5.44	4.62	109	128	116	13	7
265	424	56445.0	1.88	0.12	5.92	1.04	0.93	0.11	0.12	4.78	5.56	139	151	112	16	6
266	435	59010.0	1.97	0.12	6.57	1.01	1.09	0.11	0.12	5.64	5.64	129	176	104	17	9
267	359	48256.0	1.96	0.12	6.48	1.14	0.86	0.11	0.12	5.54	5.24	114	130	91	19	5
268	380	52378.0	2.0	0.12	6.55	1.18	0.9	0.11	0.12	5.52	5.61	106	153	92	22	7
269	410	50750.0	1.98	0.11	6.58	1.08	1.1	0.11	0.11	5.5	5.57	132	152	107	15	4
270	362	51488.0	1.93	0.12	6.87	1.01	0.97	0.11	0.12	5.8	5.83	117	121	106	9	9
271	442	54469.0	1.92	0.11	6.86	1.12	0.98	0.1	0.11	5.51	5.94	156	143	120	18	5
272	402	51519.0	1.93	0.12	5.72	0.91	1.08	0.12	0.12	5.11	5.02	144	135	101	17	5
273	428	50563.0	1.9	0.1	5.71	1.04	0.96	0.1	0.11	5.48	5.14	151	152	104	14	7
274	372	44253.0	1.92	0.12	6.06	1.09	0.86	0.1	0.12	4.98	5.16	114	135	109	8	6
275	413	57449.0	1.95	0.12	6.03	1.05	1.07	0.11	0.12	5.78	4.82	122	163	104	13	11
276	414	47569.0	1.97	0.12	6.36	0.95	1.02	0.11	0.12	5.62	5.49	136	142	120	10	6
277	460	62482.0	1.9	0.11	6.19	0.93	1.12	0.11	0.11	5.52	5.49	155	153	124	20	8
278	353	50443.0	1.95	0.13	6.46	1.04	0.87	0.12	0.13	5.58	5.6	102	132	95	13	11
279	399	57380.0	1.93	0.12	6.63	0.97	1.04	0.11	0.12	5.43	5.86	124	137	113	16	9
280	399	51198.0	1.91	0.11	6.1	1.0	1.01	0.11	0.11	5.6	5.41	127	139	110	19	4
281	428	57390.0	1.95	0.12	6.84	1.08	0.96	0.11	0.12	5.45	6.16	119	166	116	19	8
282	345	48971.0	1.97	0.12	6.25	1.07	1.0	0.11	0.13	6.1	6.05	93	120	109	18	5
283	421	63805.0	1.88	0.12	5.8	1.11	0.92	0.11	0.12	4.96	5.14	125	153	118	18	7
284	440	54167.0	1.9	0.11	5.73	0.98	0.99	0.1	0.1	5.61	4.96	145	151	120	20	4
285	380	50314.0	1.95	0.12	5.93	1.03	1.04	0.11	0.12	5.88	5.38	104	135	121	16	4
286	405	52014.0	1.92	0.12	5.59	1.0	1.04	0.11	0.12	5.45	5.17	113	162	106	18	6
287	370	52107.0	1.93	0.13	5.7	1.0	0.95	0.11	0.13	4.58	5.49	112	126	104	24	4
288	397	49959.0	1.89	0.12	5.96	0.91	1.05	0.11	0.12	5.55	5.79	112	143	122	18	2
289	362	49415.0	1.97	0.12	5.62	1.08	0.92	0.11	0.12	5.49	5.09	97	143	100	14	8
290	386	46024.0	1.95	0.12	5.81	1.02	1.03	0.11	0.12	5.51	5.34	116	153	98	16	3
291	368	48131.0	1.91	0.12	5.82	1.11	0.9	0.1	0.12	5.16	5.41	102	152	92	19	3
292	395	45710.0	1.92	0.11	5.58	1.07	0.96	0.11	0.11	5.49	5.22	142	133	100	16	4
293	385	49718.0	1.88	0.11	5.72	0.93	0.92	0.11	0.11	5.61	5.51	117	136	106	21	5
294	376	46648.0	1.96	0.12	5.74	1.13	0.89	0.11	0.12	5.71	5.55	117	131	111	12	5
295	365	50814.0	1.92	0.12	6.37	0.89	1.07	0.11	0.12	5.18	5.65	101	123	116	21	4
296	378	45320.0	1.93	0.11	5.44	1.14	0.87	0.11	0.11	5.39	5.12	131	124	106	14	3
297	389	44365.0	1.93	0.12	5.29	1.0	1.03	0.12	0.12	4.32	4.83	130	137	105	15	2
298	400	45291.0	1.89	0.11	5.62	0.89	0.96	0.1	0.11	4.81	5.42	137	142	106	12	3
299	439	59809.0	1.9	0.13	5.69	0.83	1.09	0.12	0.12	5.3	5.16	123	170	119	19	8
300	406	54520.0	1.95	0.12	5.95	0.97	1.07	0.12	0.12	5.55	5.77	125	138	121	15	7
301	434	50893.0	1.91	0.11	5.55	0.96	0.99	0.11	0.11	5.53	5.4	145	162	106	16	5
302	369	49632.0	1.97	0.12	5.69	1.04	0.94	0.11	0.11	5.61	5.41	109	133	105	18	4
303	400	46817.0	1.9	0.12	5.66	0.95	0.98	0.11	0.11	5.27	5.01	131	144	106	16	3
304	356	49281.0	1.95	0.12	5.57	0.94	0.85	0.11	0.12	5.35	5.25	111	125	99	14	7
305	392	50090.0	1.91	0.13	5.45	1.04	0.91	0.12	0.12	5.39	5.32	114	147	112	15	4
306	361	51551.0	1.93	0.12	5.81	1.04	0.98	0.11	0.11	5.78	4.97	109	128	100	20	4
307	340	41387.0	1.93	0.12	5.42	1.0	0.8	0.11	0.11	5.38	4.64	109	126	83	19	3
308	417	49439.0	1.85	0.11	5.71	0.92	1.01	0.11	0.11	5.51	5.32	140	152	105	14	6
309	371	51783.0	1.89	0.11	5.03	0.99	1.0	0.11	0.11	4.74	4.97	110	133	105	17	6
310	369	45798.0	1.96	0.11	6.04	0.96	0.93	0.1	0.11	4.8	6.02	118	144	85	18	4
311	397	51530.0	1.87	0.11	5.56	1.05	0.89	0.1	0.12	4.54	5.44	116	156	101	20	4
312	365	40796.0	1.92	0.11	5.46	0.78	0.9	0.11	0.11	4.44	5.45	109	147	96	12	1
313	395	49040.0	2.24	0.12	16.13	0.58	0.91	0.11	0.11	4.61	5.83	137	139	99	14	6
314	348	41863.0	2.09	0.12	11.42	0.72	0.79	0.11	0.12	4.88	5.6	109	130	96	11	2
315	440	50869.0	2.19	0.11	11.69	0.9	1.08	0.11	0.11	5.51	11.3	148	167	104	14	7
316	355	41105.0	2.16	0.12	13.76	0.6	0.8	0.11	0.12	4.9	9.24	120	139	78	13	5
317	427	46771.0	2.18	0.1	11.44	0.85	1.04	0.1	0.1	6.61	9.56	144	169	98	11	5
318	403	44746.0	2.24	0.11	10.5	0.79	0.78	0.11	0.11	6.58	5.93	123	157	107	12	4
319	419	51040.0	2.04	0.11	14.27	0.94	0.92	0.1	0.11	5.35	7.25	137	157	108	11	6
320	393	45990.0	2.08	0.1	14.6	0.98	0.76	0.1	0.09	5.45	5.19	142	140	95	13	3
321	347	51637.0	2.15	0.13	14.04	0.93	0.68	0.12	0.12	5.23	4.91	99	137	93	10	8
322	351	45625.0	2.2	0.13	14.17	0.83	0.77	0.13	0.13	5.0	6.14	102	138	92	13	6
323	406	51484.0	2.01	0.11	14.8	1.11	0.83	0.11	0.11	5.14	5.3	151	137	99	15	4
324	371	44556.0	2.06	0.11	14.34	1.03	0.76	0.11	0.11	5.77	5.94	117	143	96	10	5
325	385	42709.0	2.06	0.1	14.11	0.91	0.81	0.1	0.1	5.17	9.23	139	139	94	11	2
326	399	51972.0	2.26	0.11	13.59	0.46	0.71	0.1	0.11	7.26	4.99	136	143	97	15	8
327	426	47891.0	2.1	0.11	14.03	0.95	0.67	0.1	0.11	6.01	5.04	153	147	111	12	3
328	446	45227.0	2.22	0.11	10.14	1.12	0.95	0.1	0.11	8.86	7.19	169	156	106	10	5
329	416	40455.0	2.36	0.11	13.67	0.69	0.71	0.11	0.11	6.41	6.96	141	163	97	13	2
330	346	33032.0	2.24	0.1	14.06	0.91	0.72	0.1	0.1	7.43	7.6	116	143	76	10	1
331	386	49894.0	2.01	0.12	13.86	1.0	0.9	0.11	0.11	5.38	6.23	99	158	113	13	3
332	372	36223.0	2.5	0.11	13.24	1.0	0.22	0.11	0.11	9.68	7.02	121	146	93	11	1
333	406	49662.0	2.05	0.11	13.63	1.02	0.82	0.11	0.11	5.05	6.84	127	151	112	13	3
334	313	36956.0	2.25	0.11	13.98	0.94	0.75	0.1	0.11	6.9	5.98	97	120	85	10	1
335	400	48874.0	2.09	0.11	13.68	0.93	0.97	0.11	0.11	7.3	6.07	128	143	116	9	4
336	338	42359.0	2.17	0.11	15.26	1.17	0.62	0.11	0.11	8.07	5.35	113	123	90	6	6
337	430	57742.0	2.08	0.11	13.38	1.03	0.88	0.11	0.11	6.15	6.55	125	175	108	16	6
338	403	33815.0	2.42	0.1	13.08	1.18	0.68	0.1	0.1	7.7	7.23	156	147	90	10	0.0
339	365	42355.0	2.38	0.1	13.82	1.07	0.45	0.1	0.1	5.53	5.87	130	115	109	8	3
340	406	36866.0	2.49	0.1	8.85	1.02	0.68	0.1	0.1	7.44	6.8	163	141	90	9	3
341	452	41112.0	2.23	0.11	8.21	0.84	0.47	0.1	0.1	6.56	5.99	172	170	95	12	3
342	386	36233.0	2.43	0.1	12.95	1.16	0.35	0.1	0.11	5.78	6.26	135	153	85	11	2
343	446	43596.0	2.07	0.1	12.2	0.86	0.76	0.1	0.11	4.72	5.84	155	172	105	12	2
344	375	31572.0	2.19	0.1	13.15	0.99	0.3	0.1	0.1	5.64	5.58	130	163	73	9	0.0
345	420	44360.0	2.18	0.11	12.74	0.99	0.57	0.11	0.11	6.13	5.73	131	171	101	16	1
346	397	41316.0	2.08	0.11	12.8	1.16	0.51	0.11	0.1	6.07	5.05	132	160	92	12	1
347	387	42171.0	2.02	0.11	12.92	0.97	0.76	0.1	0.1	5.04	5.75	106	166	103	10	2
348	390	37772.0	2.18	0.11	12.98	1.09	0.6	0.1	0.1	4.91	5.66	136	154	91	7	2
349	407	42537.0	2.09	0.11	12.84	1.09	0.55	0.1	0.11	5.27	5.64	141	156	97	11	2
350	357	39768.0	2.2	0.12	12.56	1.08	0.62	0.11	0.11	4.93	5.77	126	127	92	10	2
351	354	42660.0	2.16	0.12	12.78	1.1	0.57	0.11	0.12	5.25	6.37	102	131	109	9	3
352	365	42719.0	2.18	0.11	12.73	1.11	0.57	0.1	0.11	5.92	5.89	120	145	86	11	3
353	404	45023.0	2.25	0.11	13.06	0.78	0.77	0.1	0.11	4.97	7.19	145	151	95	7	6
354	372	42848.0	2.08	0.11	12.45	1.04	0.67	0.1	0.11	4.83	6.0	134	134	92	9	3
355	467	42180.0	2.25	0.11	9.34	0.84	0.74	0.1	0.11	5.57	5.79	184	172	99	9	3
356	360	43624.0	2.11	0.13	12.59	0.99	0.54	0.12	0.13	4.94	5.72	104	154	86	10	6
357	424	43357.0	2.17	0.12	12.08	0.94	0.88	0.11	0.11	5.1	5.96	144	151	119	6	4
358	420	42397.0	2.25	0.11	12.16	0.92	0.65	0.11	0.12	4.96	6.34	154	163	92	6	5
359	395	49045.0	2.11	0.11	11.82	1.14	0.76	0.11	0.11	5.77	5.37	130	150	96	15	4
360	381	42839.0	2.13	0.11	12.15	1.07	0.63	0.1	0.11	5.18	5.51	127	147	95	8	4
361	425	49340.0	1.98	0.11	12.41	1.09	0.85	0.11	0.11	4.97	5.46	143	159	109	9	5
362	363	46717.0	2.07	0.12	12.28	0.96	0.85	0.11	0.12	5.1	6.44	113	135	98	13	4
363	387	48048.0	2.05	0.12	12.0	1.1	0.89	0.11	0.12	4.99	5.36	127	152	91	14	3
364	376	48185.0	2.1	0.11	11.47	1.06	0.7	0.1	0.12	4.97	5.34	113	153	95	8	7
365	391	45404.0	2.11	0.11	11.85	1.09	0.75	0.1	0.11	5.08	6.05	128	151	99	8	5
366	383	46175.0	2.11	0.12	11.87	1.02	0.77	0.11	0.12	4.99	5.72	122	157	91	6	7
367	393	51824.0	2.11	0.11	11.91	0.95	0.68	0.11	0.11	4.83	5.82	130	153	97	6	7
368	436	54346.0	2.29	0.11	12.57	1.09	0.26	0.1	0.1	5.31	5.91	159	167	93	7	10
369	383	48700.0	2.11	0.12	10.21	0.9	0.56	0.11	0.11	4.9	5.41	124	163	78	10	8
370	462	52353.0	2.28	0.11	9.68	1.06	0.22	0.1	0.11	6.0	5.87	156	180	107	10	9
371	433	49216.0	2.18	0.11	8.02	0.93	0.5	0.1	0.1	4.89	5.96	145	172	99	11	6
372	469	58494.0	2.01	0.12	6.77	0.88	0.9	0.11	0.12	5.46	6.17	142	182	124	13	8
373	426	54825.0	2.11	0.12	6.48	0.99	0.82	0.12	0.11	5.33	5.97	123	180	103	11	9
374	413	53393.0	2.02	0.11	6.31	0.92	0.69	0.1	0.11	4.97	5.58	152	149	94	10	8
375	355	48024.0	1.95	0.12	6.26	1.07	0.55	0.11	0.11	5.58	5.36	108	141	95	5	6
376	392	55381.0	1.95	0.12	5.46	1.08	0.88	0.11	0.12	5.41	5.3	114	176	82	12	8
377	387	53980.0	1.86	0.11	5.8	1.02	0.62	0.11	0.11	5.61	5.21	132	146	89	14	6
378	360	48862.0	1.97	0.12	5.59	1.16	1.02	0.11	0.12	5.57	5.2	99	142	101	11	7
379	341	43192.0	1.96	0.12	5.5	1.24	0.71	0.11	0.11	5.4	4.95	106	137	82	7	9
380	349	50018.0	1.93	0.11	5.64	1.19	1.01	0.1	0.11	5.62	5.04	116	134	80	8	11
381	299	41864.0	1.95	0.11	5.44	1.11	0.91	0.11	0.11	5.35	5.05	88	115	80	9	7
382	309	50227.0	1.86	0.13	5.54	1.08	0.89	0.11	0.12	5.44	4.92	77	120	94	10	8
383	338	45638.0	1.87	0.12	5.5	1.16	0.82	0.11	0.12	5.3	5.45	101	129	93	7	8
384	334	49673.0	1.93	0.12	5.62	1.16	0.87	0.11	0.11	5.49	5.07	99	122	93	11	9
385	321	47335.0	1.93	0.12	5.4	1.1	0.83	0.11	0.12	5.38	5.06	87	132	85	9	8
386	365	52253.0	1.99	0.12	6.36	1.08	0.92	0.11	0.12	5.34	5.4	101	148	97	10	9
387	311	47070.0	1.93	0.12	5.6	1.09	0.77	0.11	0.12	5.49	5.53	79	120	91	13	8
388	338	53293.0	1.86	0.13	6.07	1.13	0.88	0.12	0.13	5.34	6.02	101	120	93	14	10
389	340	44846.0	1.91	0.11	5.5	1.13	0.73	0.1	0.1	5.39	4.63	120	122	79	9	10
390	379	45851.0	1.83	0.11	5.44	1.06	0.82	0.1	0.11	5.1	5.2	141	128	95	6	9
391	313	45675.0	1.85	0.11	5.4	1.07	0.74	0.1	0.11	5.26	4.75	106	116	74	9	8
392	364	59699.0	1.87	0.13	5.44	1.1	0.75	0.11	0.13	5.36	5.26	105	139	96	14	10
393	329	48286.0	1.85	0.11	5.58	1.11	0.76	0.1	0.11	4.96	4.88	108	123	83	5	10
394	370	53016.0	1.89	0.11	5.54	1.11	0.97	0.11	0.11	5.27	5.05	117	138	95	7	13
395	329	48048.0	1.82	0.11	5.15	1.03	0.79	0.1	0.11	5.11	4.91	108	123	77	10	11
396	359	51455.0	1.93	0.12	5.77	1.09	0.98	0.11	0.12	5.48	5.13	109	140	85	17	8
397	362	49527.0	1.87	0.12	5.51	1.15	0.7	0.11	0.11	5.3	4.78	125	132	89	6	10
398	379	51630.0	1.88	0.11	5.65	1.02	0.93	0.11	0.11	5.55	5.64	114	143	103	11	8
399	315	43441.0	1.89	0.11	6.69	1.1	0.74	0.11	0.1	5.28	6.55	103	113	83	9	7
400	342	48872.0	1.91	0.12	6.26	1.1	0.91	0.11	0.12	5.52	5.38	113	110	104	10	5
401	329	47947.0	1.86	0.12	5.22	1.23	0.82	0.11	0.11	5.02	4.98	96	136	82	7	8
402	363	51888.0	1.92	0.12	6.5	1.14	0.95	0.11	0.12	5.41	6.43	108	146	90	12	7
403	317	43824.0	1.87	0.12	5.41	1.16	0.65	0.11	0.11	5.15	4.81	101	115	85	11	5
404	380	56576.0	1.79	0.11	5.99	0.98	0.98	0.11	0.11	4.82	5.78	133	131	94	11	11
405	325	51166.0	1.89	0.13	5.53	1.17	0.86	0.12	0.12	5.33	4.84	102	118	86	12	7
406	360	56190.0	1.92	0.12	6.18	1.19	0.93	0.11	0.12	4.93	6.09	106	137	96	12	9
407	328	45641.0	1.88	0.12	5.38	1.12	0.76	0.11	0.12	4.79	5.2	105	113	90	10	10
408	315	54581.0	1.9	0.13	5.35	1.02	0.96	0.13	0.13	5.3	4.86	87	116	91	10	11
409	325	50234.0	1.88	0.12	5.51	1.05	0.9	0.11	0.12	4.63	5.49	107	113	86	11	8
410	336	57581.0	1.85	0.12	5.32	1.2	0.82	0.11	0.11	5.13	5.01	101	123	86	16	10
411	331	55758.0	1.85	0.13	5.98	1.08	0.78	0.11	0.12	4.94	5.89	106	125	77	15	8
412	335	48258.0	1.84	0.11	5.55	0.98	0.81	0.1	0.11	4.66	5.15	105	124	85	15	6
413	316	45020.0	1.83	0.11	5.77	0.91	0.91	0.1	0.11	4.65	5.11	104	118	74	13	7
414	334	49220.0	1.84	0.12	5.52	0.96	0.95	0.11	0.12	4.93	5.41	105	127	78	15	9
415	329	48309.0	1.89	0.11	5.83	1.18	0.64	0.11	0.11	5.06	5.06	98	128	84	11	8
416	317	49611.0	1.9	0.12	5.8	0.96	1.04	0.12	0.12	5.8	5.45	89	117	89	18	4
417	312	41701.0	1.81	0.11	5.69	1.11	0.76	0.11	0.12	5.66	5.16	98	107	88	14	5
418	344	44512.0	1.87	0.11	5.71	0.95	0.98	0.11	0.11	5.39	4.9	107	125	95	11	6
419	331	51979.0	1.9	0.12	6.37	1.25	0.75	0.12	0.11	5.54	5.98	91	127	86	20	7
420	348	49949.0	1.89	0.12	6.15	1.01	0.9	0.11	0.12	5.67	5.93	102	131	90	19	6
421	308	43122.0	1.89	0.12	5.94	1.09	0.78	0.11	0.12	5.92	4.76	94	111	85	12	6
422	333	42821.0	1.89	0.11	5.52	1.0	0.82	0.11	0.12	5.28	5.35	104	126	82	15	6
423	324	45021.0	1.93	0.12	5.58	1.1	0.89	0.11	0.12	5.56	5.16	94	122	91	11	6
424	344	43055.0	1.85	0.12	5.79	1.16	0.7	0.11	0.11	5.67	5.04	111	123	89	16	5
425	293	41519.0	1.89	0.12	5.85	1.03	0.7	0.11	0.11	5.76	4.86	80	118	79	8	8
426	305	51252.0	1.85	0.11	6.24	1.07	0.85	0.1	0.11	6.1	4.98	101	114	70	12	8
427	311	50629.0	1.94	0.12	6.17	1.08	0.92	0.11	0.12	5.49	5.26	98	114	78	15	6
428	340	57131.0	1.91	0.12	6.28	1.22	0.87	0.11	0.12	6.26	6.01	97	135	88	12	8
429	366	54117.0	2.01	0.12	7.06	0.92	0.99	0.11	0.12	5.67	6.76	128	134	86	12	6
430	348	52671.0	2.34	0.12	9.46	0.86	1.37	0.1	0.11	5.64	9.38	120	124	82	17	5
431	399	53167.0	2.48	0.11	13.18	0.86	1.47	0.1	0.11	5.32	13.16	146	142	94	10	7
432	362	55442.0	2.86	0.12	14.5	0.99	1.84	0.12	0.12	6.27	14.4	119	128	93	15	7
433	399	52127.0	2.27	0.12	13.77	0.83	1.07	0.11	0.12	5.76	13.73	145	149	85	10	10
434	418	47545.0	2.11	0.1	12.96	0.81	0.71	0.1	0.11	5.47	12.84	167	146	83	18	4
435	418	48378.0	2.21	0.11	13.44	0.66	0.98	0.11	0.11	5.48	13.36	146	167	86	13	6
436	439	47434.0	2.12	0.11	13.42	0.84	0.76	0.11	0.11	8.45	13.41	168	165	83	17	6
437	513	47604.0	2.18	0.11	8.81	0.95	0.43	0.1	0.1	8.72	5.64	196	196	101	17	3
438	460	46087.0	2.19	0.11	7.4	0.93	0.43	0.1	0.11	6.28	5.53	192	162	87	14	5
439	482	43349.0	2.28	0.1	13.95	0.73	0.72	0.09	0.1	7.8	13.94	218	150	95	15	4
440	467	49459.0	2.2	0.1	14.66	0.67	0.55	0.1	0.1	5.46	14.64	179	161	108	12	7
441	449	46696.0	2.29	0.11	13.61	0.64	0.66	0.1	0.11	5.8	13.56	156	189	83	15	6
442	502	51299.0	2.33	0.11	10.63	0.62	0.37	0.1	0.1	6.28	5.87	188	184	111	13	6
443	494	49967.0	2.21	0.11	12.26	0.68	0.75	0.1	0.1	7.94	9.45	197	186	96	8	7
444	452	42659.0	2.19	0.11	9.14	0.7	0.47	0.11	0.11	5.46	6.16	187	146	106	10	3
445	527	51606.0	2.25	0.11	7.96	0.8	0.35	0.1	0.1	5.55	5.23	226	180	98	15	8
446	458	49937.0	2.31	0.12	8.37	0.93	0.48	0.11	0.11	6.94	6.65	178	167	95	12	6
447	523	49981.0	2.18	0.1	8.39	0.79	0.58	0.1	0.1	7.4	5.56	215	188	97	18	5
448	450	48775.0	2.22	0.12	7.92	0.91	0.53	0.11	0.11	7.87	5.4	169	166	95	13	7
449	446	45617.0	2.16	0.12	11.11	0.72	0.47	0.12	0.11	5.6	5.47	159	168	103	11	5
450	458	45119.0	2.35	0.12	14.31	0.88	0.71	0.11	0.11	5.88	14.2	175	167	100	11	5
451	499	50385.0	2.39	0.11	11.02	0.94	0.68	0.1	0.1	8.3	8.61	194	190	100	9	6
452	400	51970.0	2.43	0.12	13.26	0.92	1.09	0.11	0.11	5.76	13.13	141	143	90	16	10
453	451	44864.0	2.38	0.1	13.06	0.87	0.38	0.1	0.1	7.21	13.01	189	153	94	10	5
454	461	43765.0	2.45	0.11	11.45	1.21	0.32	0.1	0.1	8.95	7.01	201	162	84	9	5
455	484	49189.0	2.38	0.11	11.2	1.24	0.5	0.1	0.11	11.07	7.11	186	190	90	11	7
456	469	48144.0	2.41	0.11	9.25	0.96	0.28	0.1	0.11	7.0	6.87	199	160	90	12	8
457	487	45344.0	2.4	0.1	11.11	0.63	0.25	0.09	0.1	5.36	6.86	191	190	94	5	7
458	465	44375.0	2.59	0.11	11.88	0.51	0.03	0.11	0.11	5.86	7.14	178	184	89	7	7
459	470	46852.0	2.51	0.12	12.29	1.05	0.06	0.12	0.11	6.83	5.89	157	203	91	14	5
460	479	46726.0	2.57	0.1	12.68	0.73	-0.02	0.1	0.1	5.98	6.34	171	194	99	11	4
461	473	43877.0	2.51	0.11	9.06	0.74	0.19	0.1	0.1	5.95	6.8	191	176	89	11	6
462	451	42600.0	2.55	0.11	10.72	0.62	0.25	0.1	0.1	7.7	6.43	175	176	85	11	4
463	484	48514.0	2.43	0.11	9.43	0.53	0.57	0.1	0.1	6.28	5.83	179	189	98	12	6
464	450	48300.0	2.31	0.12	7.53	0.93	0.48	0.1	0.11	6.69	4.84	175	175	88	8	4
465	449	48956.0	2.49	0.11	8.82	0.68	0.71	0.11	0.11	5.72	6.9	171	171	90	9	8
466	439	43967.0	2.3	0.11	8.44	0.65	0.82	0.11	0.11	5.42	5.46	169	156	100	8	6
467	464	41527.0	2.32	0.1	11.52	0.71	0.62	0.1	0.1	5.4	5.24	195	159	98	9	3
468	518	42018.0	2.2	0.1	9.22	0.7	0.62	0.1	0.1	5.6	5.46	207	210	89	9	3
469	439	42644.0	2.27	0.1	11.09	0.89	0.56	0.1	0.1	5.68	7.04	172	171	78	15	3
470	428	40838.0	2.23	0.11	11.94	0.79	0.64	0.1	0.1	5.36	6.5	154	176	82	12	4
471	409	42810.0	2.22	0.1	6.76	0.54	0.47	0.1	0.11	5.25	6.71	157	163	73	13	3
472	439	45332.0	2.26	0.1	7.1	0.73	0.64	0.1	0.1	5.86	6.3	183	157	84	10	5
473	437	42484.0	2.47	0.11	8.28	0.98	0.6	0.1	0.11	7.92	5.63	183	156	82	11	5
474	463	42399.0	2.22	0.1	6.7	0.74	0.67	0.1	0.1	5.96	6.68	197	169	83	5	9
475	401	38716.0	2.35	0.11	9.72	1.03	0.77	0.11	0.11	9.72	6.19	156	150	79	12	4
476	448	39418.0	2.33	0.1	11.15	0.89	0.61	0.09	0.09	11.12	4.67	187	168	79	9	5
477	445	41343.0	2.41	0.11	7.68	0.73	0.49	0.1	0.1	6.73	5.76	183	160	88	9	5
478	445	40677.0	2.41	0.1	9.84	0.92	0.82	0.1	0.1	9.8	6.96	173	188	70	10	4
479	404	34070.0	2.25	0.1	7.15	0.8	0.71	0.1	0.1	7.11	5.16	181	140	72	6	5
480	419	37958.0	2.31	0.1	8.78	0.93	0.8	0.1	0.1	7.39	7.63	166	165	71	11	6
481	412	35111.0	2.19	0.11	8.88	0.75	0.56	0.1	0.1	5.46	7.37	170	153	75	9	5
482	408	37314.0	2.26	0.1	7.67	0.87	0.82	0.1	0.1	6.75	6.08	181	134	83	4	6
483	438	36147.0	2.25	0.1	9.07	0.86	0.9	0.09	0.09	9.06	6.02	178	159	89	9	3
484	412	33709.0	2.27	0.1	8.93	0.44	0.9	0.1	0.11	5.42	6.13	161	164	75	10	2
485	370	28476.0	2.35	0.09	9.03	1.0	0.92	0.09	0.09	9.0	5.45	152	143	69	5	1
486	432	35103.0	2.22	0.1	7.64	0.66	0.84	0.09	0.1	5.56	5.86	164	179	78	8	3
487	414	35092.0	2.42	0.11	9.62	0.75	1.05	0.11	0.11	5.32	7.83	166	150	84	13	1
488	378	33602.0	2.37	0.1	9.04	0.95	1.08	0.1	0.1	7.19	7.28	128	169	68	9	4
489	379	31190.0	2.37	0.1	7.86	0.62	0.59	0.1	0.1	6.58	6.23	145	150	72	10	2
490	356	30865.0	2.28	0.1	7.57	0.61	0.72	0.09	0.1	5.18	6.8	134	140	72	8	2
491	385	33423.0	2.31	0.11	8.35	0.72	0.99	0.1	0.1	6.87	7.5	149	155	70	5	6
492	390	35294.0	2.22	0.1	8.02	0.82	0.61	0.1	0.11	5.29	6.42	146	151	81	10	2
493	343	27313.0	2.29	0.1	8.92	0.52	0.76	0.1	0.1	6.79	5.9	126	139	71	7	0.0
494	375	32811.0	2.2	0.1	8.17	0.73	1.01	0.1	0.1	5.14	7.74	150	137	77	7	4
495	333	29183.0	2.26	0.1	8.76	0.65	0.69	0.1	0.1	4.8	6.76	131	120	74	6	2
496	345	33009.0	2.41	0.1	11.44	0.62	0.67	0.1	0.1	5.06	6.29	128	126	80	8	3
497	368	31132.0	2.41	0.1	10.58	0.81	0.72	0.1	0.1	6.29	7.57	128	166	64	8	2
498	323	29035.0	2.43	0.11	9.4	0.19	0.72	0.11	0.11	5.49	6.63	125	114	74	8	2
499	338	32048.0	2.4	0.1	10.71	0.84	0.89	0.1	0.1	5.53	7.15	135	128	60	11	4
500	346	35379.0	2.33	0.1	7.92	0.5	0.61	0.1	0.1	4.97	7.68	127	138	68	9	4
501	332	35960.0	2.23	0.11	9.85	0.63	0.79	0.1	0.1	5.36	8.08	128	122	63	14	5
502	301	30789.0	2.29	0.11	7.63	0.36	0.84	0.1	0.1	5.38	7.62	99	126	68	3	5
503	353	36221.0	2.35	0.1	11.9	0.53	1.07	0.09	0.1	5.25	11.84	127	141	72	8	5
504	350	33650.0	2.38	0.09	7.88	0.56	0.85	0.09	0.09	5.98	7.53	150	125	63	7	5
505	323	37551.0	2.3	0.11	7.96	0.35	0.93	0.11	0.11	4.68	7.95	113	132	62	11	5
